지점번호,지점명,일시,평균습도(%rh),최저습도(%rh)
108,서울,2021-04-22,37.9,22
108,서울,2021-04-23,41.4,29
108,서울,2021-04-24,43,23
108,서울,2021-04-25,50,31
108,서울,2021-04-26,51.8,27
108,서울,2021-04-27,62.4,38
108,서울,2021-04-28,64.1,35
108,서울,2021-04-29,54.1,30
108,서울,2021-04-30,81.8,63
108,서울,2021-05-01,80.8,47
108,서울,2021-05-02,67.9,41
108,서울,2021-05-03,56.4,27
108,서울,2021-05-04,82.6,53
108,서울,2021-05-05,64.4,29
108,서울,2021-05-06,46.4,27
108,서울,2021-05-07,60.3,38
108,서울,2021-05-08,66.1,36
108,서울,2021-05-09,51.3,25
108,서울,2021-05-10,67.9,59
